order_id,customer_id,customer_name,email,city,product,quantity,unit_price,order_date,payment_method,status,total_amount,order_year,order_month
ORD002590,C0424,Dina Farouk,dina.farouk31@yahoo.com,Giza,Keyboard,4,580.75,2026-07-06,Cash,Cancelled,2323.0,2026,7
ORD008058,C0211,Dina Salem,dina.salem63@gmail.com,Hurghada,Tablet,10,1439.35,2026-07-08,Mobile Wallet,Cancelled,14393.5,2026,7
ORD004588,C0138,Heba Hassan,heba.hassan74@yahoo.com,Fayoum,Camera,7,1810.18,2026-03-23,Cash,Cancelled,12671.26,2026,3
ORD000034,C0360,Youssef Nasser,youssef.nasser47@gmail.com,Alexandria,Screen Protector,3,1285.9,2026-07-02,Credit Card,Pending,3857.7000000000003,2026,7
ORD006389,C0062,Sara Salem,sara.salem36@yahoo.com,Sharm El Sheikh,Cable,7,627.01,2026-08-21,Cash,Pending,4389.07,2026,8
ORD007195,C0039,Mohamed Salem,mohamed.salem8@gmail.com,Sharm El Sheikh,Charger,9,298.47,2026-01-05,Credit Card,Delivered,2686.2300000000005,2026,1
ORD008378,C0207,Sara Salem,unknown@example.com,Suez,Charger,10,2208.37,2026-07-19,Credit Card,Delivered,22083.699999999997,2026,7
ORD004817,C0081,Rana Ali,unknown@example.com,Port Said,Laptop,4,1189.25,2026-01-12,Credit Card,Delivered,4757.0,2026,1
ORD000901,C0484,Sara Ali,sara.ali36@gmail.com,Fayoum,Laptop,8,770.64,2026-01-03,Mobile Wallet,Delivered,6165.12,2026,1
ORD000766,C0032,Amr Sayed,amr.sayed58@yahoo.com,Luxor,Laptop,10,273.34,2026-08-03,Credit Card,Cancelled,2733.3999999999996,2026,8
ORD007551,C0358,Mona Nasser,mona.nasser14@gmail.com,Aswan,Headphones,1,3867.14,2026-05-01,Mobile Wallet,Returned,3867.14,2026,5
ORD000734,C0023,Khaled  Hassan,khaled.hassan56@yahoo.com,Cairo,Smartphone,5,3354.55,2026-07-13,Cash,Delivered,16772.75,2026,7
ORD005910,C0007,Salma Ahmed,salma.ahmed94@gmail.com,Mansoura,Charger,5,597.1,2026-02-01,Cash,Cancelled,2985.5,2026,2
ORD000569,C0168,Heba  Sayed,heba.sayed66@gmail.com,Suez,Monitor,1,498.14,2026-07-29,Cash,Delivered,498.14,2026,7
ORD001255,C0370,Salma  Abdel,salma.abdel84@gmail.com,Damanhur,Cable,7,4731.0,2026-03-07,Mobile Wallet,Pending,33117.0,2026,3
ORD009602,C0191,Dina  Osman,dina.osman59@gmail.com,Luxor,Screen Protector,10,2277.1,2026-06-19,Credit Card,Returned,22771.0,2026,6
ORD003616,C0216,Mohamed  Kamal,mohamed.kamal32@gmail.com,Damanhur,Mouse,8,4560.56,2026-06-14,Credit Card,Delivered,36484.48,2026,6
ORD008354,C0124,Nour Kamal,nour.kamal73@gmail.com,Port Said,Smart Watch,5,1995.75,2026-02-13,Cash,Delivered,9978.75,2026,2
ORD005318,C0287,Yasmin Mostafa,yasmin.mostafa57@gmail.com,Hurghada,Smart Watch,2,3509.31,2026-08-07,Credit Card,Pending,7018.62,2026,8
ORD000040,C0112,Ahmed Mohamed,ahmed.mohamed3@gmail.com,Aswan,Mouse,4,2498.84,2026-03-24,Credit Card,Cancelled,9995.36,2026,3
ORD009202,C0186,Dina Ali,dina.ali68@gmail.com,Tanta,Tablet,6,4344.59,2026-02-25,Cash,Pending,26067.54,2026,2
ORD003393,C0233,Sara Saeed,sara.saeed96@gmail.com,Mansoura,Laptop,1,1508.56,2026-02-10,Mobile Wallet,Delivered,1508.56,2026,2
ORD005441,C0252,Ali Ali,ali.ali69@gmail.com,Fayoum,Power Bank,2,3020.8,2026-01-22,Cash,Pending,6041.6,2026,1
ORD003929,C0243,Sara Osman,sara.osman28@gmail.com,Ismailia,Screen Protector,8,3090.63,2026-03-25,Cash,Cancelled,24725.04,2026,3
ORD001414,C0390,Heba Salem,heba.salem97@gmail.com,Sharm El Sheikh,Smart Watch,8,3293.68,2026-08-06,Mobile Wallet,Delivered,26349.44,2026,8
ORD005290,C0498,Rana  Ibrahim,rana.ibrahim90@gmail.com,Zagazig,Keyboard,5,918.48,2026-04-12,Mobile Wallet,Pending,4592.4,2026,4
ORD009748,C0445,Fatma Kamal,fatma.kamal98@gmail.com,Luxor,Screen Protector,7,1956.82,2026-07-03,Credit Card,Cancelled,13697.74,2026,7
ORD009161,C0004,Rana Saeed,rana.saeed58@gmail.com,Cairo,Cable,10,488.72,2026-03-10,Cash,Returned,4887.200000000001,2026,3
ORD005182,C0355,Heba  Sayed,heba.sayed64@yahoo.com,Suez,Screen Protector,9,4951.23,2026-04-25,Cash,Cancelled,44561.06999999999,2026,4
ORD005124,C0138,Heba Hassan,heba.hassan74@yahoo.com,Fayoum,Charger,8,3388.47,2026-06-17,Mobile Wallet,Cancelled,27107.76,2026,6
ORD006422,C0338,Rana Salem,rana.salem24@gmail.com,Mansoura,Headphones,3,3566.94,2026-07-09,Credit Card,Pending,10700.82,2026,7
ORD009437,C0252,Ali Ali,ali.ali69@gmail.com,Fayoum,Monitor,10,4623.84,2026-08-28,Credit Card,Returned,46238.4,2026,8
ORD003127,C0307,Nour Osman,nour.osman99@gmail.com,Sharm El Sheikh,Tablet,6,562.67,2026-06-08,Mobile Wallet,Cancelled,3376.0199999999995,2026,6
ORD008841,C0017,Omar Ahmed,omar.ahmed32@gmail.com,Zagazig,Charger,3,4739.24,2026-07-01,Mobile Wallet,Returned,14217.72,2026,7
ORD001958,C0414,Amr  Salem,amr.salem93@yahoo.com,Aswan,Power Bank,5,4678.41,2026-01-28,Credit Card,Pending,23392.05,2026,1
ORD008970,C0160,Rana Ibrahim,rana.ibrahim12@gmail.com,Sharm El Sheikh,Screen Protector,2,215.68,2026-07-08,Mobile Wallet,Cancelled,431.36,2026,7
ORD001184,C0351,Nour Abdel,nour.abdel35@gmail.com,Mansoura,Speaker,7,376.5,2026-06-13,Cash,Cancelled,2635.5,2026,6
ORD009104,C0140,Fatma Rizk,fatma.rizk52@gmail.com,Damanhur,Charger,7,4364.45,2026-04-03,Cash,Delivered,30551.149999999998,2026,4
ORD004348,C0182,Khaled Salem,khaled.salem70@yahoo.com,Alexandria,Tablet,2,1322.05,2026-07-03,Cash,Delivered,2644.1,2026,7
ORD000252,C0268,Amr Farouk,amr.farouk95@gmail.com,Ismailia,Smartphone,1,1935.31,2026-01-14,Mobile Wallet,Delivered,1935.31,2026,1
ORD001473,C0208,Fatma Ali,fatma.ali5@gmail.com,Fayoum,Monitor,3,4110.34,2026-08-04,Mobile Wallet,Cancelled,12331.02,2026,8
ORD006224,C0407,Dina Osman,dina.osman61@gmail.com,Luxor,Screen Protector,9,2086.6,2026-02-04,Mobile Wallet,Delivered,18779.399999999998,2026,2
ORD005358,C0076,Dina Farouk,dina.farouk15@gmail.com,Damanhur,Charger,3,1395.23,2026-04-13,Mobile Wallet,Returned,4185.6900000000005,2026,4
ORD000097,C0237,Omar Salem,omar.salem29@gmail.com,Sharm El Sheikh,Smartphone,3,651.19,2026-01-16,Cash,Pending,1953.5700000000002,2026,1
ORD007809,C0056,Mariam Sayed,mariam.sayed32@gmail.com,Tanta,Camera,6,4673.74,2026-01-13,Credit Card,Returned,28042.44,2026,1
ORD004793,C0468,Ahmed Mohamed,ahmed.mohamed19@gmail.com,Suez,Smartphone,6,784.13,2026-03-03,Cash,Delivered,4704.78,2026,3
ORD006484,C0391,Mona Salem,mona.salem99@yahoo.com,Damanhur,Laptop,4,342.42,2026-02-09,Mobile Wallet,Returned,1369.68,2026,2
ORD004170,C0460,Mariam Ahmed,mariam.ahmed11@gmail.com,Suez,Camera,9,3484.88,2026-06-15,Mobile Wallet,Pending,31363.920000000002,2026,6
ORD002393,C0053,Khaled  Mohamed,khaled.mohamed51@yahoo.com,Hurghada,Charger,9,2234.34,2026-02-04,Cash,Pending,20109.06,2026,2
ORD002445,C0073,Hassan Mostafa,hassan.mostafa52@gmail.com,Zagazig,Cable,7,3114.42,2026-03-17,Mobile Wallet,Pending,21800.940000000002,2026,3
ORD004885,C0129,Amr Kamal,amr.kamal12@yahoo.com,Suez,Speaker,9,4190.14,2026-02-18,Mobile Wallet,Delivered,37711.26,2026,2
ORD001609,C0230,Yasmin Saeed,yasmin.saeed30@gmail.com,Ismailia,Mouse,4,2883.9,2026-02-12,Mobile Wallet,Pending,11535.6,2026,2
ORD000108,C0468,Ahmed Mohamed,ahmed.mohamed19@gmail.com,Suez,Camera,9,1641.94,2026-03-11,Cash,Delivered,14777.460000000001,2026,3
ORD009878,C0028,Youssef Hassan,youssef.hassan94@gmail.com,Alexandria,Tablet,10,1504.32,2026-07-21,Cash,Returned,15043.199999999999,2026,7
ORD001218,C0167,Nour Rizk,nour.rizk60@gmail.com,Mansoura,Case,7,2534.2,2026-08-25,Mobile Wallet,Returned,17739.399999999998,2026,8
ORD007493,C0302,Omar Ahmed,omar.ahmed1@gmail.com,Aswan,Speaker,10,2204.26,2026-07-17,Cash,Cancelled,22042.600000000002,2026,7
ORD000304,C0229,Fatma Kamal,fatma.kamal84@gmail.com,Damanhur,Tablet,3,2853.47,2026-05-25,Mobile Wallet,Pending,8560.41,2026,5
ORD009240,C0376,Mahmoud Mohamed,mahmoud.mohamed42@gmail.com,Fayoum,Keyboard,5,3757.81,2026-01-21,Cash,Cancelled,18789.05,2026,1
ORD002475,C0311,Yasmin Sayed,yasmin.sayed41@gmail.com,Zagazig,Camera,9,782.02,2026-03-03,Credit Card,Cancelled,7038.18,2026,3
ORD002336,C0098,Omar Ali,omar.ali50@gmail.com,Luxor,Camera,8,3878.64,2026-07-11,Mobile Wallet,Delivered,31029.12,2026,7
ORD001072,C0053,Khaled  Mohamed,khaled.mohamed51@yahoo.com,Hurghada,Cable,9,3966.74,2026-08-25,Mobile Wallet,Pending,35700.659999999996,2026,8
ORD001513,C0350,Tarek  Ali,tarek.ali66@gmail.com,Sharm El Sheikh,Charger,1,2784.86,2026-01-14,Credit Card,Returned,2784.86,2026,1
ORD000170,C0443,Rana  Mostafa,rana.mostafa49@gmail.com,Port Said,Case,1,2500.74,2026-02-03,Mobile Wallet,Pending,2500.74,2026,2
ORD001627,C0232,Mariam Ali,mariam.ali9@yahoo.com,Giza,Headphones,10,4877.19,2026-04-12,Cash,Returned,48771.899999999994,2026,4
ORD006005,C0087,Omar Ibrahim,unknown@example.com,Alexandria,Case,9,4887.65,2026-02-04,Credit Card,Returned,43988.85,2026,2
ORD005326,C0250,Ahmed  Mohamed,ahmed.mohamed28@gmail.com,Aswan,Cable,6,648.07,2026-04-17,Cash,Delivered,3888.42,2026,4
ORD000577,C0340,Ali  Ali,ali.ali91@yahoo.com,Zagazig,Tablet,8,738.39,2026-05-23,Credit Card,Cancelled,5907.12,2026,5
ORD004048,C0261,Nour Hassan,nour.hassan33@yahoo.com,Mansoura,Charger,7,4312.67,2026-03-08,Cash,Returned,30188.690000000002,2026,3
ORD008753,C0225,Heba Rizk,heba.rizk55@gmail.com,Fayoum,Mouse,1,629.81,2026-08-10,Cash,Pending,629.81,2026,8
ORD008141,C0242,Tarek Hassan,tarek.hassan95@gmail.com,Cairo,Monitor,10,2607.44,2026-06-19,Credit Card,Returned,26074.4,2026,6
ORD006146,C0422,Dina Nasser,dina.nasser30@yahoo.com,Sharm El Sheikh,Tablet,10,4051.4,2026-04-18,Mobile Wallet,Delivered,40514.0,2026,4
ORD001651,C0170,Yasmin Sayed,yasmin.sayed66@gmail.com,Mansoura,Camera,10,3043.64,2026-07-26,Mobile Wallet,Returned,30436.399999999998,2026,7
ORD007518,C0074,Khaled Ibrahim,khaled.ibrahim34@yahoo.com,Aswan,Case,4,4688.55,2026-06-20,Cash,Returned,18754.2,2026,6
ORD001731,C0196,Salma  Kamal,unknown@example.com,Aswan,Speaker,2,1721.98,2026-06-13,Mobile Wallet,Cancelled,3443.96,2026,6
ORD008601,C0319,Ali Osman,ali.osman45@gmail.com,Port Said,Smartphone,5,1637.85,2026-06-05,Cash,Delivered,8189.25,2026,6
ORD007064,C0286,Nour Nasser,nour.nasser40@gmail.com,Fayoum,Monitor,4,2642.43,2026-03-24,Mobile Wallet,Returned,10569.72,2026,3
ORD005285,C0092,Amr Ali,amr.ali86@gmail.com,Damanhur,Speaker,2,3548.33,2026-07-02,Cash,Returned,7096.66,2026,7
ORD009730,C0456,Heba Ibrahim,heba.ibrahim69@gmail.com,Cairo,Smartphone,2,73.76,2026-04-15,Cash,Pending,147.52,2026,4
ORD007741,C0369,Dina  Farouk,dina.farouk93@gmail.com,Cairo,Tablet,5,4357.87,2026-04-09,Credit Card,Pending,21789.35,2026,4
ORD000322,C0320,Salma  Saeed,salma.saeed82@gmail.com,Alexandria,Charger,9,1359.38,2026-07-05,Mobile Wallet,Cancelled,12234.420000000002,2026,7
ORD009024,C0309,Amr Osman,amr.osman81@yahoo.com,Mansoura,Cable,4,3508.95,2026-01-02,Cash,Pending,14035.8,2026,1
ORD002192,C0308,Omar  Ibrahim,omar.ibrahim70@gmail.com,Tanta,Laptop,7,378.35,2026-01-22,Mobile Wallet,Pending,2648.4500000000003,2026,1
ORD004152,C0105,Ali Rizk,ali.rizk17@gmail.com,Zagazig,Case,4,2143.16,2026-04-26,Mobile Wallet,Returned,8572.64,2026,4
ORD002974,C0187,Ali Ali,ali.ali79@gmail.com,Aswan,Speaker,4,1163.32,2026-03-08,Cash,Delivered,4653.28,2026,3
ORD007876,C0480,Ahmed  Hassan,ahmed.hassan71@yahoo.com,Sharm El Sheikh,Mouse,9,2081.48,2026-06-15,Credit Card,Cancelled,18733.32,2026,6
ORD002488,C0400,Tarek Salem,tarek.salem24@gmail.com,Fayoum,Headphones,6,1527.28,2026-05-03,Mobile Wallet,Pending,9163.68,2026,5
ORD007672,C0103,Salma Sayed,salma.sayed63@yahoo.com,Ismailia,Mouse,8,364.13,2026-01-14,Mobile Wallet,Pending,2913.04,2026,1
ORD000501,C0397,Ali Osman,ali.osman83@yahoo.com,Tanta,Screen Protector,5,2333.67,2026-04-19,Credit Card,Delivered,11668.35,2026,4
ORD000938,C0126,Mariam  Kamal,mariam.kamal44@yahoo.com,Hurghada,Screen Protector,10,2248.94,2026-07-26,Mobile Wallet,Cancelled,22489.4,2026,7
ORD002626,C0102,Mona Kamal,mona.kamal54@gmail.com,Zagazig,Monitor,4,4632.69,2026-06-17,Mobile Wallet,Pending,18530.76,2026,6
ORD004605,C0055,Fatma Hassan,fatma.hassan28@gmail.com,Mansoura,Camera,3,3567.46,2026-07-30,Credit Card,Returned,10702.380000000001,2026,7
ORD006018,C0099,Sara Saeed,sara.saeed43@gmail.com,Suez,Power Bank,5,4709.64,2026-07-09,Credit Card,Cancelled,23548.2,2026,7
ORD004788,C0291,Mona Hassan,mona.hassan35@gmail.com,Zagazig,Smart Watch,1,3026.97,2026-04-18,Mobile Wallet,Cancelled,3026.97,2026,4
ORD000440,C0337,Sara Abdel,sara.abdel88@gmail.com,Mansoura,Tablet,9,4992.25,2026-04-24,Credit Card,Cancelled,44930.25,2026,4
ORD007552,C0169,Heba Abdel,heba.abdel59@gmail.com,Port Said,Case,7,2587.44,2026-07-21,Credit Card,Pending,18112.08,2026,7
ORD000625,C0206,Ahmed Farouk,ahmed.farouk42@gmail.com,Luxor,Laptop,6,1858.51,2026-08-07,Credit Card,Delivered,11151.06,2026,8
ORD001509,C0037,Youssef Abdel,youssef.abdel61@gmail.com,Tanta,Mouse,10,3709.48,2026-08-26,Cash,Returned,37094.8,2026,8
ORD009346,C0261,Nour Hassan,nour.hassan33@yahoo.com,Mansoura,Tablet,6,2981.31,2026-01-25,Credit Card,Delivered,17887.86,2026,1
ORD008766,C0167,Nour Rizk,nour.rizk60@gmail.com,Mansoura,Smart Watch,7,1716.5,2026-07-29,Mobile Wallet,Cancelled,12015.5,2026,7
ORD002535,C0112,Ahmed Mohamed,ahmed.mohamed3@gmail.com,Aswan,Monitor,2,4462.43,2026-05-20,Credit Card,Cancelled,8924.86,2026,5
ORD008889,C0370,Salma  Abdel,salma.abdel84@gmail.com,Damanhur,Keyboard,8,3532.15,2026-05-20,Credit Card,Returned,28257.2,2026,5
ORD000656,C0028,Youssef Hassan,youssef.hassan94@gmail.com,Alexandria,Power Bank,7,767.46,2026-08-26,Mobile Wallet,Returned,5372.22,2026,8
ORD003413,C0262,Sara Ali,sara.ali60@gmail.com,Damanhur,Screen Protector,5,3961.03,2026-03-17,Credit Card,Returned,19805.15,2026,3
ORD007355,C0321,Sara Salem,unknown@example.com,Tanta,Keyboard,1,3255.26,2026-01-09,Cash,Delivered,3255.26,2026,1
ORD000519,C0495,Heba  Ali,heba.ali31@yahoo.com,Mansoura,Monitor,10,1832.93,2026-01-10,Cash,Cancelled,18329.3,2026,1
ORD004990,C0033,Sara Mostafa,sara.mostafa76@gmail.com,Luxor,Camera,8,4232.52,2026-05-21,Credit Card,Pending,33860.16,2026,5
ORD000347,C0142,Nour Hassan,nour.hassan98@gmail.com,Luxor,Case,7,1797.98,2026-04-12,Credit Card,Pending,12585.86,2026,4
ORD005131,C0445,Fatma Kamal,fatma.kamal98@gmail.com,Luxor,Monitor,7,3991.3,2026-04-12,Mobile Wallet,Returned,27939.100000000002,2026,4
ORD002305,C0491,Youssef Kamal,youssef.kamal42@gmail.com,Suez,Power Bank,10,4347.26,2026-02-17,Cash,Pending,43472.600000000006,2026,2
ORD002139,C0240,Ahmed  Farouk,ahmed.farouk4@yahoo.com,Hurghada,Keyboard,5,780.78,2026-06-22,Credit Card,Returned,3903.8999999999996,2026,6
ORD000316,C0246,Sara Ahmed,sara.ahmed85@gmail.com,Ismailia,Headphones,10,848.17,2026-08-02,Credit Card,Delivered,8481.699999999999,2026,8
ORD009364,C0438,Hassan Saeed,hassan.saeed78@yahoo.com,Alexandria,Mouse,5,3991.09,2026-05-18,Mobile Wallet,Pending,19955.45,2026,5
ORD000674,C0404,Amr Ahmed,amr.ahmed52@gmail.com,Hurghada,Charger,2,3121.25,2026-03-27,Mobile Wallet,Delivered,6242.5,2026,3
ORD002997,C0222,Fatma Osman,fatma.osman61@gmail.com,Port Said,Power Bank,9,3997.68,2026-03-08,Credit Card,Returned,35979.119999999995,2026,3
ORD009639,C0167,Nour Rizk,nour.rizk60@gmail.com,Mansoura,Tablet,6,4243.68,2026-01-01,Cash,Delivered,25462.08,2026,1
ORD003353,C0334,Mariam Nasser,mariam.nasser48@gmail.com,Damanhur,Monitor,10,4100.79,2026-07-04,Mobile Wallet,Delivered,41007.9,2026,7
ORD000484,C0442,Nour Osman,nour.osman91@yahoo.com,Aswan,Tablet,5,2500.74,2026-08-19,Mobile Wallet,Pending,12503.699999999999,2026,8
ORD001684,C0179,Fatma Nasser,fatma.nasser2@gmail.com,Suez,Case,9,2275.88,2026-06-11,Mobile Wallet,Pending,20482.920000000002,2026,6
ORD008883,C0069,Dina Ibrahim,dina.ibrahim95@gmail.com,Suez,Case,9,4745.79,2026-05-04,Cash,Cancelled,42712.11,2026,5
ORD009051,C0207,Sara Salem,sara.salem90@gmail.com,Suez,Monitor,8,3717.96,2026-04-24,Mobile Wallet,Returned,29743.68,2026,4
ORD007611,C0180,Omar Hassan,unknown@example.com,Suez,Case,9,1377.4,2026-02-12,Mobile Wallet,Delivered,12396.6,2026,2
ORD008912,C0290,Rana Sayed,rana.sayed92@gmail.com,Mansoura,Screen Protector,5,1491.98,2026-04-18,Credit Card,Pending,7459.9,2026,4
ORD001124,C0232,Mariam Ali,mariam.ali9@yahoo.com,Giza,Camera,8,2598.82,2026-06-19,Cash,Delivered,20790.56,2026,6
ORD005577,C0198,Amr Ibrahim,amr.ibrahim47@gmail.com,Giza,Camera,5,4105.36,2026-06-12,Credit Card,Returned,20526.8,2026,6
ORD006267,C0481,Tarek  Ibrahim,tarek.ibrahim53@gmail.com,Giza,Mouse,3,329.78,2026-01-27,Credit Card,Returned,989.3399999999999,2026,1
ORD001596,C0145,Yasmin Salem,yasmin.salem34@gmail.com,Tanta,Tablet,4,3192.12,2026-01-23,Mobile Wallet,Pending,12768.48,2026,1
ORD000762,C0252,Ali Ali,ali.ali69@gmail.com,Fayoum,Mouse,3,1596.68,2026-04-10,Credit Card,Delivered,4790.04,2026,4
ORD008665,C0429,Nour Ahmed,nour.ahmed85@gmail.com,Suez,Screen Protector,8,4150.58,2026-05-29,Credit Card,Delivered,33204.64,2026,5
ORD008350,C0470,Rana Mostafa,rana.mostafa97@gmail.com,Giza,Cable,1,59.14,2026-01-17,Cash,Pending,59.14,2026,1
ORD007497,C0441,Yasmin Sayed,yasmin.sayed95@yahoo.com,Fayoum,Screen Protector,6,1200.41,2026-03-09,Mobile Wallet,Pending,7202.460000000001,2026,3
ORD002030,C0454,Dina Ali,dina.ali9@gmail.com,Cairo,Keyboard,2,4438.13,2026-01-18,Cash,Pending,8876.26,2026,1
ORD006836,C0314,Mariam Saeed,mariam.saeed96@gmail.com,Port Said,Monitor,6,4666.88,2026-07-30,Mobile Wallet,Delivered,28001.28,2026,7
ORD003964,C0066,Omar  Ibrahim,omar.ibrahim47@gmail.com,Alexandria,Tablet,3,2500.74,2026-01-09,Credit Card,Pending,7502.219999999999,2026,1
ORD007499,C0296,Omar Ali,omar.ali37@gmail.com,Fayoum,Smart Watch,3,2142.09,2026-02-14,Cash,Cancelled,6426.27,2026,2
ORD000260,C0398,Ahmed  Osman,ahmed.osman38@gmail.com,Tanta,Cable,4,1506.18,2026-02-15,Mobile Wallet,Delivered,6024.72,2026,2
ORD003095,C0283,Omar Ali,omar.ali89@gmail.com,Tanta,Case,6,3568.24,2026-08-18,Cash,Cancelled,21409.44,2026,8
ORD000953,C0335,Omar Farouk,omar.farouk9@gmail.com,Fayoum,Tablet,1,347.87,2026-08-24,Credit Card,Cancelled,347.87,2026,8
ORD009818,C0293,Amr  Sayed,amr.sayed4@gmail.com,Suez,Keyboard,10,4777.1,2026-05-22,Mobile Wallet,Delivered,47771.0,2026,5
ORD004056,C0048,Mohamed Farouk,mohamed.farouk65@gmail.com,Zagazig,Laptop,9,1376.48,2026-06-04,Cash,Pending,12388.32,2026,6
ORD007287,C0377,Mahmoud  Saeed,mahmoud.saeed23@gmail.com,Zagazig,Keyboard,2,1689.54,2026-05-29,Mobile Wallet,Pending,3379.08,2026,5
ORD000312,C0406,Omar Abdel,omar.abdel59@gmail.com,Port Said,Monitor,10,82.66,2026-08-14,Cash,Returned,826.5999999999999,2026,8
ORD004694,C0388,Fatma  Saeed,fatma.saeed92@gmail.com,Mansoura,Speaker,5,1001.01,2026-08-03,Mobile Wallet,Delivered,5005.05,2026,8
ORD002129,C0139,Amr Mostafa,amr.mostafa7@yahoo.com,Fayoum,Laptop,10,2424.64,2026-07-07,Mobile Wallet,Pending,24246.399999999998,2026,7
ORD007208,C0339,Dina Nasser,dina.nasser16@gmail.com,Hurghada,Power Bank,5,2850.12,2026-04-16,Cash,Delivered,14250.599999999999,2026,4
ORD000933,C0277,Omar Farouk,omar.farouk40@gmail.com,Sharm El Sheikh,Laptop,8,3692.77,2026-06-15,Cash,Pending,29542.16,2026,6
ORD000032,C0361,Tarek Nasser,tarek.nasser98@gmail.com,Mansoura,Smart Watch,5,2885.04,2026-08-08,Mobile Wallet,Delivered,14425.2,2026,8
ORD000036,C0322,Ahmed Ali,ahmed.ali87@gmail.com,Cairo,Mouse,7,2287.36,2026-06-12,Cash,Returned,16011.52,2026,6
ORD006097,C0176,Mohamed Mostafa,mohamed.mostafa91@gmail.com,Port Said,Speaker,8,1632.92,2026-02-04,Mobile Wallet,Cancelled,13063.36,2026,2
ORD006557,C0183,Nour  Salem,nour.salem30@gmail.com,Ismailia,Case,3,2500.74,2026-05-31,Mobile Wallet,Cancelled,7502.219999999999,2026,5
